: زمان افعال
روشن روشن‌ترین پست پست‌ترین
روشن روشن‌ترین مریض مریض‌ترین
روشن روشن‌ترین سالم سالم‌ترین
روشن روشن‌ترین غم‌انگیز غم‌انگیزترین
روشن روشن‌ترین شجاع شجاع‌ترین
روشن روشن‌ترین دلیر دلیرترین
روشن روشن‌ترین آزاد آزادترین
روشن روشن‌ترین خسته خسته‌ترین
تاریک تاریک‌ترین ﻿خوب خوب‌ترین
تاریک تاریک‌ترین بد بدترین
تاریک تاریک‌ترین شاد شادترین
تاریک تاریک‌ترین زیبا زیباترین
تاریک تاریک‌ترین مهربان مهربان‌ترین
تاریک تاریک‌ترین تمیز تمیزترین
تاریک تاریک‌ترین کثیف کثیف‌ترین
تاریک تاریک‌ترین بلند بلندترین
تاریک تاریک‌ترین کوتاه کوتاه‌ترین
تاریک تاریک‌ترین چاق چاق‌ترین
تاریک تاریک‌ترین لاغر لاغرترین
تاریک تاریک‌ترین نازک نازکترین
تاریک تاریک‌ترین زخیم زخیم‌ترین
تاریک تاریک‌ترین پهن پهن‌ترین
تاریک تاریک‌ترین ترسناک ترسناک‌ترین
تاریک تاریک‌ترین خوشحال خوشحال‌ترین
تاریک تاریک‌ترین پلید پلیدترین
تاریک تاریک‌ترین احمق احمق‌ترین
تاریک تاریک‌ترین باهوش باهوش‌ترین
تاریک تاریک‌ترین ساده ساده‌ترین
تاریک تاریک‌ترین زرنگ زرنگ‌ترین
تاریک تاریک‌ترین زیرک زیرک‌ترین
تاریک تاریک‌ترین خشن خشن‌ترین
تاریک تاریک‌ترین بزرگ بزرگترین
تاریک تاریک‌ترین کوچک کوچکترین
تاریک تاریک‌ترین راحت راحت‌ترین
تاریک تاریک‌ترین نرم نرم‌ترین
تاریک تاریک‌ترین سخت سخت‌ترین
تاریک تاریک‌ترین گرم گرم‌ترین
تاریک تاریک‌ترین سرد سردترین
تاریک تاریک‌ترین دانا داناترین
تاریک تاریک‌ترین توانا تواناترین
تاریک تاریک‌ترین پسندیده پسندیده‌ترین
تاریک تاریک‌ترین سودمند سودمندترین
تاریک تاریک‌ترین رها رهاترین
تاریک تاریک‌ترین زشت زشت‌ترین
تاریک تاریک‌ترین داغ داغ‌ترین
تاریک تاریک‌ترین پیچیده پیچیده‌ترین
تاریک تاریک‌ترین محکم محکم‌ترین
تاریک تاریک‌ترین قوی قوی‌ترین
تاریک تاریک‌ترین روشن روشن‌ترین
تاریک تاریک‌ترین دقیق دقیق‌ترین
تاریک تاریک‌ترین ظریف ظریف‌ترین
تاریک تاریک‌ترین طولانی طولانی‌ترین
تاریک تاریک‌ترین پست پست‌ترین
تاریک تاریک‌ترین مریض مریض‌ترین
تاریک تاریک‌ترین سالم سالم‌ترین
تاریک تاریک‌ترین غم‌انگیز غم‌انگیزترین
تاریک تاریک‌ترین شجاع شجاع‌ترین
تاریک تاریک‌ترین دلیر دلیرترین
تاریک تاریک‌ترین آزاد آزادترین
تاریک تاریک‌ترین خسته خسته‌ترین
دقیق دقیق‌ترین ﻿خوب خوب‌ترین
دقیق دقیق‌ترین بد بدترین
دقیق دقیق‌ترین شاد شادترین
دقیق دقیق‌ترین زیبا زیباترین
دقیق دقیق‌ترین مهربان مهربان‌ترین
دقیق دقیق‌ترین تمیز تمیزترین
دقیق دقیق‌ترین کثیف کثیف‌ترین
دقیق دقیق‌ترین بلند بلندترین
دقیق دقیق‌ترین کوتاه کوتاه‌ترین
دقیق دقیق‌ترین چاق چاق‌ترین
دقیق دقیق‌ترین لاغر لاغرترین
دقیق دقیق‌ترین نازک نازکترین
دقیق دقیق‌ترین زخیم زخیم‌ترین
دقیق دقیق‌ترین پهن پهن‌ترین
دقیق دقیق‌ترین ترسناک ترسناک‌ترین
دقیق دقیق‌ترین خوشحال خوشحال‌ترین
دقیق دقیق‌ترین پلید پلیدترین
دقیق دقیق‌ترین احمق احمق‌ترین
دقیق دقیق‌ترین باهوش باهوش‌ترین
دقیق دقیق‌ترین ساده ساده‌ترین
دقیق دقیق‌ترین زرنگ زرنگ‌ترین
دقیق دقیق‌ترین زیرک زیرک‌ترین
دقیق دقیق‌ترین خشن خشن‌ترین
دقیق دقیق‌ترین بزرگ بزرگترین
دقیق دقیق‌ترین کوچک کوچکترین
دقیق دقیق‌ترین راحت راحت‌ترین
دقیق دقیق‌ترین نرم نرم‌ترین
دقیق دقیق‌ترین سخت سخت‌ترین
دقیق دقیق‌ترین گرم گرم‌ترین
دقیق دقیق‌ترین سرد سردترین
دقیق دقیق‌ترین دانا داناترین
دقیق دقیق‌ترین توانا تواناترین
دقیق دقیق‌ترین پسندیده پسندیده‌ترین
دقیق دقیق‌ترین سودمند سودمندترین
دقیق دقیق‌ترین رها رهاترین
دقیق دقیق‌ترین زشت زشت‌ترین
دقیق دقیق‌ترین داغ داغ‌ترین
دقیق دقیق‌ترین پیچیده پیچیده‌ترین
دقیق دقیق‌ترین محکم محکم‌ترین
دقیق دقیق‌ترین قوی قوی‌ترین
دقیق دقیق‌ترین روشن روشن‌ترین
دقیق دقیق‌ترین تاریک تاریک‌ترین
دقیق دقیق‌ترین ظریف ظریف‌ترین
دقیق دقیق‌ترین طولانی طولانی‌ترین
دقیق دقیق‌ترین پست پست‌ترین
دقیق دقیق‌ترین مریض مریض‌ترین
دقیق دقیق‌ترین سالم سالم‌ترین
دقیق دقیق‌ترین غم‌انگیز غم‌انگیزترین
دقیق دقیق‌ترین شجاع شجاع‌ترین
دقیق دقیق‌ترین دلیر دلیرترین
دقیق دقیق‌ترین آزاد آزادترین
دقیق دقیق‌ترین خسته خسته‌ترین
ظریف ظریف‌ترین ﻿خوب خوب‌ترین
ظریف ظریف‌ترین بد بدترین
ظریف ظریف‌ترین شاد شادترین
ظریف ظریف‌ترین زیبا زیباترین
ظریف ظریف‌ترین مهربان مهربان‌ترین
ظریف ظریف‌ترین تمیز تمیزترین
ظریف ظریف‌ترین کثیف کثیف‌ترین
ظریف ظریف‌ترین بلند بلندترین
ظریف ظریف‌ترین کوتاه کوتاه‌ترین
ظریف ظریف‌ترین چاق چاق‌ترین
ظریف ظریف‌ترین لاغر لاغرترین
ظریف ظریف‌ترین نازک نازکترین
ظریف ظریف‌ترین زخیم زخیم‌ترین
ظریف ظریف‌ترین پهن پهن‌ترین
ظریف ظریف‌ترین ترسناک ترسناک‌ترین
ظریف ظریف‌ترین خوشحال خوشحال‌ترین
ظریف ظریف‌ترین پلید پلیدترین
ظریف ظریف‌ترین احمق احمق‌ترین
ظریف ظریف‌ترین باهوش باهوش‌ترین
ظریف ظریف‌ترین ساده ساده‌ترین
ظریف ظریف‌ترین زرنگ زرنگ‌ترین
ظریف ظریف‌ترین زیرک زیرک‌ترین
ظریف ظریف‌ترین خشن خشن‌ترین
ظریف ظریف‌ترین بزرگ بزرگترین
ظریف ظریف‌ترین کوچک کوچکترین
ظریف ظریف‌ترین راحت راحت‌ترین
ظریف ظریف‌ترین نرم نرم‌ترین
ظریف ظریف‌ترین سخت سخت‌ترین
ظریف ظریف‌ترین گرم گرم‌ترین
ظریف ظریف‌ترین سرد سردترین
ظریف ظریف‌ترین دانا داناترین
ظریف ظریف‌ترین توانا تواناترین
ظریف ظریف‌ترین پسندیده پسندیده‌ترین
ظریف ظریف‌ترین سودمند سودمندترین
ظریف ظریف‌ترین رها رهاترین
ظریف ظریف‌ترین زشت زشت‌ترین
ظریف ظریف‌ترین داغ داغ‌ترین
ظریف ظریف‌ترین پیچیده پیچیده‌ترین
ظریف ظریف‌ترین محکم محکم‌ترین
ظریف ظریف‌ترین قوی قوی‌ترین
ظریف ظریف‌ترین روشن روشن‌ترین
ظریف ظریف‌ترین تاریک تاریک‌ترین
ظریف ظریف‌ترین دقیق دقیق‌ترین
ظریف ظریف‌ترین طولانی طولانی‌ترین
ظریف ظریف‌ترین پست پست‌ترین
ظریف ظریف‌ترین مریض مریض‌ترین
ظریف ظریف‌ترین سالم سالم‌ترین
ظریف ظریف‌ترین غم‌انگیز غم‌انگیزترین
ظریف ظریف‌ترین شجاع شجاع‌ترین
